Organisation Code,Name,Address,Contact Telephone Number,Number of patients registered at the GP practice,Latitude,Longitude,GP Patient Number Quintile
H85057,Elborough Street Surgery,"Elborough Street Surgery, 81 Elborough Street, Wandsworth, London, SW18 5DS",020 88747113,7197,51.44103623612262,-0.2008749003598851,3
H85061,The Heathbridge Practice,"Heathbridge Med Practice, 125 Upper Richmond Road, Putney, London, SW15 2TL",020 82464070,4408,51.46007607531697,-0.2151692172980591,2
H85063,Cheam GP Centre,"Cheam GP Centre, 322 Malden Rd,North Cheam, Sutton, Surrey, SM3 8EP",020 86440224,9905,51.368622217621954,-0.2252642265637946,4
H85065,The Alton Practice,"The Alton Practice, 208-210 Roehampton Lane, Roehampton, London, SW15 4LE",020 87884844,8760,51.44913997567358,-0.2394714972116319,4
H85066,Balham Park Surgery,"Balham Park Surgery, 236 Balham High Road, Balham, London, SW17 7AW",020 87728772,13797,51.4403803,-0.15568495,5
H85067,Danebury Avenue Surgery,"Danebury Avenue Surgery, 351 Danebury Avenue, Roehampton, London, SW15 4DU",020 33704723,4868,51.45235281314542,-0.2486455625297555,2
H85069,Lavender Hill Group Practice,"Lavender Hill Group Pract, 19 Pountney Road, Battersea, London, SW11 5TU",020 79244413,9693,51.46604372785,-0.156829806930219,4
H85070,Central Medical Centre,"Central Medical Centre, 42-46 Central Road, Morden, Surrey, SM4 5RT",020 86489126,7965,51.39822740979182,-0.1889268723874693,3
H85075,The Haider Practice,"The Haider Practice, 162 St Johns Hill, Wandsworth, London, SW11 1SW",020 88124170,12788,51.45995611754146,-0.1793753350141728,5
H85076,Stonecot Surgery,"Stonecot Surgery, 115 Epsom Road, Sutton, Surrey, SM3 9EY",020 86445187,5683,51.386555696547696,-0.2100403775102148,2
H85077,Bolingbroke Medical Centre (Thmp),"Bolingbroke Med Centre, Wakehurst Road, Battersea, London, SW11 6BF",020 78011460,9320,51.45616289908746,-0.1683166435603506,4
H85078,Mitcham Family Practice,"55 Mortimer Road, Mitcham, Surrey, CR4 3HS",020 86482432,10010,51.4112206,-0.1675791,4
H85082,Triangle Surgery,"Triangle Surgery, 2 Broomhill Road, Wandsworth, London, SW18 4HX",020 88741700,10580,51.45670688013134,-0.1983156122438244,4
H85087,Open Door Surgery,"47 Boundaries Road, Balham, London, SW12 8EU",020 86731476,12706,51.44316538359458,-0.1556069998344082,5
H85088,Clapham Junction Medical Practice,"7 Farrant House, Winstanley Road, Battersea, London, SW11 2EJ",020 72284172,7101,51.46596924499343,-0.1739077464042434,3
H85090,Figges Marsh Surgery,"Figges Marsh Surgery, 182 London Road, Mitcham, Surrey, CR4 3LD",020 86404445,8562,51.4104638,-0.1619902,4
H85092,Riverhouse Medical Practice,"Riverhouse Surgery, East Road(Off North Road), Wimbledon, London, SW19 1YG",020 85423105,5810,51.42088149124105,-0.1834925319131845,2
H85095,The Health Centre,"The Health Centre, Robin Hood Lane, Sutton, Surrey, SM1 2RJ",020 30111891,11171,51.36305479999999,-0.1968483,4
H85100,St Paul'S Cottage Practice,"114 Augustus Road, Wimbledon, London, SW19 6EW",020 30922556,10705,51.44328994969956,-0.2177232027924057,4
H85101,Grand Drive Surgery,"Grand Drive Surgery, 132 Grand Drive, Raynes Park, London, SW20 9EA",020 85425555,4971,51.402155299392454,-0.2288115045093814,2
H85103,Hackbridge Medical Centre,"8 Spinning Wheel Way, Hackbridge, Wallington, Surrey, SM6 7DS",020 86473711,9149,51.38001307500001,-0.1557687964285715,4
H85105,Cheam Family Practice,"The Knoll, Parkside, Cheam, Sutton, Surrey, SM3 8BS",020 86449948,7343,51.35824670055826,-0.2176936989819107,3
H85110,Ravensbury Park Medical Centre,"Ravensbury Park Med Ctr, Ravensbury Lane, Mitcham, Surrey, CR4 4DQ",020 84073927,7703,51.398632493033524,-0.1783201900013285,3
H85111,Battersea Fields Practice,"Battersea Fields Practice, 3 Austin Road, Battersea, London, SW11 5JP",020 76277100,7263,51.47366550962718,-0.1548666686422926,3
H85112,The Vineyard Hill Road Surgery,"67 Vineyard Hill Road, Wimbledon, London, SW19 7JL",020 89479082,5606,51.43186870492779,-0.2011919001058413,2
H85113,Dr Sugumar And Partner,"Maldon Road Surgery, 35 Maldon Road, Wallington, Surrey, SM6 8BL",020 86474622,3774,51.365023905532475,-0.1479166636938928,1
H85114,Thurleigh Road Practice,"Thurleigh Road Practice, 88A Thurleigh Road, Balham, London, SW12 8TT",020 86753521,8109,51.45246731942763,-0.1561561310093719,3
H85115,Shotfield Medical Practice,"Jubilee Health Centre, Shotfield, Wallington, Surrey, SM6 0HY",020 86697612,10254,51.35751392830152,-0.1508831377198977,4
H85116,Manor Practice,"Manor Practice, Roundshaw Health Centre, 6 Mollison Square, Wallington, Surrey, SM6 9DW",020 86471818,4074,51.3533719,-0.1336673,2
H85618,James O'Riordan Medical Centre,"James O'Riordan Med.Ctr, 70 Stonecot Hill, Sutton, Surrey, SM3 9HE",020 86448400,7987,51.384872258624036,-0.213129291618728,3
H85634,The Merton Medical Practice,"Merton Medical Practice, 12-17 Abbey Parade, Merton High Street, South Wimbledon,London, SW19 1DG",020 85459620,2601,51.4159098,-0.186111,1
H85637,Balham Health Centre,"Balham Health Centre, 120 Bedford Hill, Balham, London, SW12 9HS",020 86738268,4211,51.44082381334543,-0.1489980806492369,2
H85649,Colliers Wood Surgery,"Colliers Wood Surgery, 58 High Street, Colliers Wood, London, SW19 2BY",020 85442311,4774,51.420896600000006,-0.17583210000000002,2
H85653,Wallington Family Practice,"Wallington Family Pract, Jubilee Hc West,Shotfield, Wallington, Surrey, SM6 0HY",020 86696186,14923,51.35751392830152,-0.1508831377198977,5
H85656,Alexandra Surgery,"Alexandra Surgery, 39 Alexandra Road, Wimbledon, London, SW19 7JZ",020 89467578,7682,51.42310273037055,-0.2053444918503622,3
H85659,Begg Practice,"Entrance B, 162 St John'S Hill, Wandsworth, London, SW11 1SW",020 88125350,12042,51.45995611754146,-0.1793753350141728,5
H85662,The Beeches Surgery,"Beeches Surgery, 9 Hill Road, Carshalton Beeches, Surrey, SM5 3RB",020 86476608,5784,51.35831397974178,-0.1712978531234676,2
H85664,Tooting Bec Surgery,"Tooting Bec Surgery, 313 Balham High Road, Midland Bank Building, London, SW17 7BA",020 86820352,5211,51.43625465,-0.1582019499999999,2
H85665,Wallington Medical Centre,"Wallington Medical Centre, 52 Mollison Drive, Wallington, Surrey, SM6 9BY",020 86470811,7757,51.3573452332545,-0.1293102800498488,3
H85680,Tooting South Medical Centre,"Tooting South Medical Ctr, 22 Otterburn Street, Tooting, London, SW17 9HQ",020 86820521,7500,51.42173806164676,-0.1614607227359399,3
H85682,Tudor Lodge Health Centre,"Tudor Lodge Health Centre, 8C Victoria Drive, Wimbledon, London, SW19 6AE",020 87800125,6918,51.445999386049344,-0.2196755821803534,3
H85683,Faccini House Surgery,"Faccini House, 64 Middleton Road, Morden, Surrey, SM4 6RS",020 86464282,8515,51.389682421932754,-0.1893792762174773,4
H85686,The Grove Road Practice,"The Grove Road Surgery, 83 Grove Road, Sutton, Surrey, SM1 2DB",020 86421721,1235,51.3582009600685,-0.2023412474766669,1
H85691,Nightingale House,"Nightingale House, 105 Nightingale Lane, Balham, London, SW12 8NB",020 86733495,2589,51.44899915,-0.1597498649684487,1
H85693,Green Wrythe Surgery,"Green Wrythe Surgery, 411A Green Wrythe Lane, Carshalton, Surrey, SM5 1JF",020 37706071,3102,51.3845415875,-0.173936225,1
Y00020,The Grantham Centre Practice,"The Grantham Practice, Grantham Road, Stockwall, London, SW9 9DL",020 77336191,9369,51.469490477921546,-0.1235461646909154,4
Y00057,Angel Surgery,"Silverpoint, 88-90 Fore Street, London, N18 2FF",020 88877555,2730,51.61109707574497,-0.0649515873747737,1
Y00090,The Doctors House,"The Doctors House, 40 Cameron Rd,Seven Kings, Ilford, Essex, IG3 8LF",020 89838211,9010,51.56538944265582,0.0941905800214407,4
Y00155,Grove Surgery,"200-202 Chadwell Heath Ln, Chadwell Heath, Romford, Essex, RM6 4YU",020 85487520,6477,51.576471645770475,0.1225403589252293,3
Y00182,Rainbow Health Centre,"141 Brigstock Road, Thornton Heath, Surrey, CR7 7JN",020 82519280,8260,51.395136444952726,-0.108826214877653,3
Y00200,Portobello Medical Centre,"Portobello Medical Centre, 14 Codrington Mews, London, W11 2EH",020 77272326,2435,51.51485359523952,-0.2072062898740948,1
Y00206,Burnley Practice,"First Floor,Willesden Ctr, Robson Avenue, Willesden, London, NW10 3RY",020 84387330,9537,51.54283567950007,-0.2355260950487558,4
Y00312,"The Robins Surgery, Harold Hill Health C","The Robins Surgery, Gooshays Drive, Harold Hill, Romford, Essex, RM3 9SU",01708 796960,5437,51.606266247447024,0.2248947405595108,2
Y00316,Woodlands Medical Practice,"Woodlands Medical Pract, 54 Leopold Road, East Finchley, London, N2 8BG",020 84422339,6690,51.59291441157436,-0.1709434554045307,3
Y00352,Hesa Medical Centre - Y00352,"Hesa Primary Care Centre, 52 Station Road, Hayes, Middlesex, UB3 4DD",01895 760560,2320,51.5062366,-0.4192427,1
Y00403,Trowbridge Practice,"18 Merriam Avenue, Hackney, London, E9 5NE",020 89867781,36537,51.545250019380035,-0.0295995032252213,5
Y00507,St. Quintin Health Centre,"St.Quintin Health Centre, St.Quintin Avenue, London, W10 6NX",020 89605677,1424,51.51919888048581,-0.2203251717058335,1
Y00542,Woodlands Practice,"The Woodlands Practice, 11 Red Hill, Chislehurst, Kent, BR7 6DB",020 84687779,4239,51.42107396357554,0.0642134381612936,2
Y00612,Green Cedars Medical Centre,"Green Cedars Medical Ctr, 93-95 Silver Street, Edmonton, London, N18 1RP",020 88879272,6750,51.61606937257288,-0.0736669480255809,3
Y00902,The Westbourne Green Surgery,"Health @ The Stowe, 260 Harrow Road, London, W2 5ES",020 72892810,3652,51.52093573284813,-0.1916017424613497,1
Y00918,Granville Medical Centre,"Granville Medical Centre, 4 Granville Road, Ilford, Essex, IG1 4JY",020 82700400,1138,51.563157946920796,0.0709595433656055,1
Y01011,Barlby Surgery,"Barlby Surgery, St Charles Ctr,Exmoor St, London, W10 6DZ",020 89625100,3218,51.522361987071896,-0.217218001276493,1
Y01066,Hanley Primary Care Centre,"Hanley Primary Care Ctr, 51 Hanley Road, Islington, London, N4 3DU",020 38745676,5206,51.567951167766026,-0.1208368143898224,2
Y01090,Sms Medical Practice,"116 Chaplin Road, Wembley, Middlesex, HA0 4UZ",020 87956152,18015,51.54971272307694,-0.3067853393354926,5
Y01132,Chartfield Surgery,"Chartfield Surgery, 30 Chartfield Avenue, Putney, London, SW15 6HG",020 87886442,7365,51.45719058043206,-0.2276895896251288,3
Y01206,Glebe Road Surgery,"Glebe Road Surgery, 1 Glebe Road, Barnes, London, SW13 0DR",020 87481065,57742,51.473609011198214,-0.2425038706889369,5
Y01221,Somerset Fhp O,"76 Somerset Road, Southall, UB1 2TU",020 85788255,6201,51.52314123220921,-0.3690340602262624,3
Y01280,Shifa Medical Practice,"Orchards Health Centre, Gascoigne Road, Barking, Essex, IG11 7RS",0844 4772544,8936,51.5314011273016,0.0814310893701031,4
Y01291,Chingford Medical Practice,"Chingford Health Centre, 109 York Road, Chingford, London, E4 8LF",020 85240900,33274,51.616082594863904,-0.0225462882744243,5
Y01655,The Vale Practice,"The Vale Practice, 50 Park Road, Crouch End, London, N8 8SU",020 83473330,10656,51.5814039,-0.1258731,4
Y01719,Prime Practice Partnership,"Broad Street Resource Ctr, Morland Road, Dagenham, Essex, RM10 9HU",020 85964400,10797,51.535032676982325,0.1522437780012391,4
Y01795,The Oval Practice,"Oxlow Lane Health Centre, 281 Oxlow Lane, Dagenham, Essex, RM10 7YU",020 85920606,16301,51.551483865305656,0.1588378199788089,5
Y01839,Sinnott Road Surgery,"Sinnott Road Surgery, 12B Sinnott Road, Walthamstow, London, E17 5QB",0844 4770917,22078,51.598326648243216,-0.0394173937571041,5
Y02117,St Ann'S Road Surgery,"The Laurels Medical Pract, 256 St Ann'S Road, Tottenham, London, N15 5AZ",020 88004032,3428,51.5814282818227,-0.0878339692575145,1
Y02342,Featherstone Road Health Centre,"Hartington Road, Southall, Middlesex, UB2 5BQ",020 34057750,3578,51.502574995645894,-0.3852140362462908,1
Y02423,Grafton Medical Partners,"Trevelyan House, 160 Tooting High Street, London, SW17 0RT",020 34585700,7554,51.4248204,-0.1711501,3
Y02575,Omnes Healthcare Ltd,"234 Porters Avenue, Dagenham, Essex, RM8 2EQ",020 85967850,10314,51.545355484425755,0.1226062186909398,4
Y02589,Hammersmith & Fulham Centres For Health,"Hammersmith Hospital, Du Cane Road, Hammersmith, London, W12 0HS",020 88930384,18191,51.51641635360055,-0.2373821078549553,5
Y02671,The Practice Heart Of Hounslow,"Heart Of Hounslow, 92 Bath Road, Hounslow, Middlesex, TW3 3LN",020 81040810,6001,51.468133745540676,-0.3717604902010349,3
Y02672,The Practice Feltham,"Feltham Centre, 3Rd Floor,The High Street, Feltham, Middelsex, TW13 4GU",020 81040840,3612,51.44636691973444,-0.4110857807791367,1
Y02674,Camden Health Improvement Practice,"The Margaret Centre, 108 Hampstead Road, London, NW1 2LS",020 31824200,19286,51.528275124855604,-0.1382429246488646,5
Y02692,The Wembley Practice,"Westmore Unit, 116 Chaplin Road, Wembley, Middlesex, HA0 4UZ",020 89006020,7228,51.54971272307694,-0.3067853393354926,3
Y02811,Cator Medical Centre,"Beckenham Beacon, 379 Croydon Road, Beckenham, Kent, BR3 3FD",020 89153100,44230,51.40498770000001,-0.0332712,5
Y02842,Half Penny Steps Health Centre,"427-429 Harrow Road, London, W10 4RE",020 89628700,10983,51.5259004,-0.2050635,4
Y02906,Canberra Old Oak Surgery,"Parkview Cfh, Cranston Ct, 56 Bloemfontein Road, White City, London, W12 7FG",020 33139010,24544,51.51084517882258,-0.2352203713869086,5
Y02914,Angel Medical Practice,"Angel Medical Practice, 34 Ritchie Street, London, N1 0DG",020 78371663,7970,51.53471709132776,-0.1078254567337148,3
Y02928,The Practice Albert Road,"76 Albert Road, North Woolwich, London, E16 2DY",020 81042222,9039,51.50151771542279,0.0527927241995372,4
Y02946,The Junction Hth Ctr-Registered Patients,"Arches 5-7,Clapham J Stn, Grant Road, Clapham Junction, London, SW11 2NU",0333 2001718,1512,51.4654608,-0.1711572499999999,1
Y02962,The Practice Surgeries Ltd,"Edridge Rd Comm Centre, Impact Hse, 2 Edridge Rd, Croydon, Surrey, CR0 1FE",020 30400800,9121,51.37047622899697,-0.0985015527131469,4
Y02973,Kings Park Surgery,"St Clements Avenue, Off Gubbins Lane, Harold Wood, Essex, RM3 0FE",01708 574000,11177,51.59318437751934,0.2256991423170697,4
Y02974,At Medics,"4-5 Thames Reach, Thamesmead, London, SE28 0NY",020 83195880,10387,51.498872,0.0901794,4
Y02986,Cricklewood Health Centre,"Britannia Business Centre, 2 Cricklewood Lane, Barnet, London, NW2 1DZ",0300 0334335,10790,51.557497275,-0.2153010049624465,4
Y02987,At Medics - The Loxford Practice,"Loxford Polyclinic, 417 Ilford Lane, Ilford, Essex, IG1 2SN",020 38877900,11389,51.54651268033001,0.0769029662077294,4
Y03023,St Andrews Health Centre,"2 Hannaford Walk, Bow, London, E3 3FF",020 89801888,10955,51.5238708,-0.014907,4
Y03035,Queenswood Medical Practice,"151 Park Road, Crouch End, London, N8 8JD",020 31433500,13140,51.58341922385008,-0.1310388542242853,5
Y03049,Spring Hill Practice,"Spring Hill Practice, 57 Stamford Hill, London, N16 5SR",020 88158509,13984,51.566342691724365,-0.0734878264281069,5
Y03063,Hetherington At The Pavilion,"Hetherington At Pavilion, 9 Brighton Terrace, London, SW9 8DJ",020 72749252,6389,51.461681070658884,-0.1163509692487779,3
Y03094,The Junction Hc - Unregistered Patients,"Arches 5-7,Clapham J Stn, Grant Road, Clapham Junction, London, SW11 2NU",0333 2001718,13539,51.4654608,-0.1711572499999999,5
Y03103,Medicus Select Care,"Bingfield Primary C.C, 8 Bingfield Street, London, N1 0AL",020 38130611,9336,51.528275124855604,-0.1382429246488646,4
Y03135,Bridge House Medical Practice,"96 Umfreville Road,  London, N4 1TL",020 84829697,13490,51.57731346725914,-0.0991340619277486,5
Y03296,Clover Health Centre,"Equitable House, General Gordon Place, Woolwich, London, SE18 6AB",020 83310567,8427,51.49035896435294,0.0685661269578477,4
Y03402,Evergreen Primary Care Centre,"Evergreen Pcc, 1 Smythe Close, Edmonton, London, N9 0TW",020 88878354,23553,51.6237762,-0.0603112,5
Y03433,Gynaecology Services,"Stratford Village Surgery, 50C Romford Road, Stratford, London, E15 4BZ",020 85344133,24893,51.54208678815753,0.0061922794196936,5
Y03434,Patient First Social Enterprise,"Stratford Village Surgery, 50C Romford Road, Stratford, London, E15 4BZ",020 85344133,10982,51.54208678815753,0.0061922794196936,4
Y03441,"Health And Wellbeing Centre, Earls Court","2B Hogarth Road, Earls Court, London, SW5 0PT",020 73410300,7134,51.492821815221994,-0.1925416483312598,3
Y03663,Hendon Way Surgery,"Hendon Way Surgery, 215 West Hendon Broadway, London, NW9 7DG",020 81029830,13612,51.5786731,-0.2412658859237462,5
Y03664,Dr Azim & Partners,"Dr Azim & Partners, 67 Elliot Road, Hendon, London, NW4 3EB",020 84573950,12145,51.57965545765146,-0.2257292924234239,5
Y03755,Greenwich Peninsula,"Millenium Village H/C, School Bank Road, Greenwich, London, SE10 0QN",020 83128700,8412,51.49325801155215,0.0120382801720982,3
Y04225,Nursing Home Services,"Argyle Road Surgery, 128 Argyle Road, Ealing, London, W13 8ER",020 80901153,7298,51.52033718061824,-0.3225916844981813,3
Y04273,Liberty Bridge Road Practice,"Ludwig Guttman Centre, 40 Liberty Bridge Road, Stratford, London, E20 1AS",020 84967000,14579,51.548067439431016,-0.0062095181078431,5
Y05080,First Choice Medical Care,"275A Kings Road, South Harrow, Middlesex, HA2 9LG",020 84299966,14300,51.5712434651299,-0.3757258249750397,5
Y05161,South East Hub 2,"Akerman Health Centre, 60 Patmos Road, London, SW9 6AF",020 30482999,10807,51.47656967361554,-0.1236732665099955,4
Y05162,South West Hub 1,"2-8 Gracefield Gardens, Streatham, London, SW16 2ST",020 30494850,32139,51.43257014038855,-0.1278673350850325,5
Y05163,South West Hub 2,"9 Brighton Terrace, Brixton, London, SW9 8DJ",020 72749252,21368,51.461681070658884,-0.1163509692487779,5
Y05187,South East Hub 1,"Vassall Medical Centre, 89 Vassall Road, London, SW9 6NA",020 77933100,7814,51.477613632387104,-0.1084434752974784,3
Y05190,Islington GP Federation,"City Road Medical Centre, 190-196 City Road, London, EC1V 2QH",020 37706101,4140,51.527831103862106,-0.0908876097261717,2
Y05257,Camden Extended Access Service,"Camden GP Hubs, 77-83 Chalton Street, London, NW1 1HY",020 73919979,4261,51.52991621082301,-0.1306068855879302,2
Y05258,Barnet Federated GPs Limited,"C/O Oaklodge Med Centre, 234 Burnt Oak Broadway, Edgware, HA8 0AP",020 89521201,15666,51.603679593188254,-0.2706992477495665,5
Y05317,Country Park Practice,"Woodside Health Centre, 3 Enmore Road, South Norwood, London, SE25 5NT",020 37640664,5450,51.393136606258935,-0.0672773252871073,2
Y05318,Denmark Road Surgery,"Woodside Health Centre, 3 Enmore Road, South Norwood, London, SE25 5NT",020 86548760,2645,51.393136606258935,-0.0672773252871073,1
Y05330,Tottenham Hale Medical Practice,"10 Lebus Street, London, N17 9FD",020 88853567,2766,51.5888079,-0.0587535,1
Y05857,Rhnd,"Rhnd, West Hill, Putney, London, SW15 3SW",020 87804500,2630,51.45181498216177,-0.213733754130927,1
Y06113,Qhs GP Care Home Service,"Spa Medical Centre, 50 Old Jamaica Road, London, SE16 4BL",020 30497249,24508,51.49700605489632,-0.0691536742573191,5
Y06345,Bromleag Care Practice,"Beckenham Clinic, 14 The Crescent, Beckenham, Kent, BR3 1DU",020 39300270,10895,51.40515546595299,-0.0331278931863235,4
